"team1","team2","Result","outcome","Year.x","Year.x.x","Rk.x","G.x","W.x","L.x","W.L..x","SRS.x","SOS.x","W.1.x","L.1.x","W.2.x","L.2.x","W.3.x","L.3.x","Tm..x","Opp..x","X.x","MP.x","FG.x","FGA.x","FG..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","ORB.x","TRB.x","AST.x","STL.x","BLK.x","TOV.x","PF.x","Year.y","Rk.y","G.y","W.y","L.y","W.L..y","SRS.y","SOS.y","W.1.y","L.1.y","W.2.y","L.2.y","W.3.y","L.3.y","Tm..y","Opp..y","X.y","MP.y","FG.y","FGA.y","FG..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","ORB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y"
"Michigan","Louisville","W 73-69",1,17,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571,17,158,34,25,9,0.735,22.47,11.15,12,6,16,1,5,5,2628,2243,NA,1370,952,2085,0.457,238,670,0.355,486,708,0.686,457,1343,461,227,186,374,652
"Xavier","Arizona","W 73-71",1,17,17,349,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,NA,1525,981,2148,0.457,267,775,0.345,607,882,0.688,451,1416,560,228,100,478,711,17,13,37,32,5,0.865,18.25,7.63,16,2,15,1,9,1,2833,2440,NA,1480,977,2048,0.477,244,625,0.39,635,830,0.765,380,1358,501,201,119,413,625
"Kentucky","North Carolina","L 73-75",0,17,17,144,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,NA,1525,1134,2396,0.473,267,757,0.353,690,980,0.704,470,1512,585,229,200,443,716,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711
"South Carolina","Gonzaga","L 73-77",0,17,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751,17,109,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,NA,1560,1149,2280,0.504,286,749,0.382,638,890,0.717,378,1587,595,265,183,448,660
"Minnesota","Middle Tennessee","L 72-81",0,17,17,181,34,24,10,0.706,14.56,8.82,11,7,17,3,5,5,2556,2361,NA,1390,887,2037,0.435,209,610,0.343,573,806,0.711,378,1341,507,194,227,393,577,17,179,36,31,5,0.861,9.8,-0.48,17,1,13,2,11,2,2697,2299,NA,1445,1014,2077,0.488,228,622,0.367,441,631,0.699,355,1273,552,242,100,374,655
"Creighton","Rhode Island","L 72-84",0,17,17,69,35,25,10,0.714,17.27,8.95,10,8,13,4,7,4,2864,2549,NA,1400,1078,2137,0.504,304,766,0.397,404,592,0.682,289,1223,598,213,102,435,582,17,251,35,25,10,0.714,12.88,4.62,13,5,13,3,7,5,2577,2288,NA,1405,916,2019,0.454,217,653,0.332,528,791,0.668,409,1301,467,227,206,389,725
"North Carolina","Arkansas","W 72-65",1,17,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711,17,17,36,26,10,0.722,14.04,8.6,12,6,15,3,6,5,2855,2659,NA,1440,997,2165,0.461,233,638,0.365,628,825,0.761,401,1298,497,278,170,428,739
"Rhode Island","Oregon","L 72-75",0,17,17,251,35,25,10,0.714,12.88,4.62,13,5,13,3,7,5,2577,2288,NA,1405,916,2019,0.454,217,653,0.332,528,791,0.668,409,1301,467,227,206,389,725,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614
"Providence","Southern California","L 71-75",0,17,17,247,33,20,13,0.606,11.24,7.84,10,8,15,3,4,7,2319,2207,NA,1325,804,1795,0.448,239,645,0.371,472,683,0.691,294,1101,471,218,98,412,569,17,284,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,NA,1445,975,2139,0.456,283,782,0.362,583,787,0.741,387,1286,550,252,190,398,571
"North Carolina-Wilmington","Virginia","L 71-76",0,17,17,213,35,29,6,0.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,NA,1405,1071,2231,0.48,336,917,0.366,489,708,0.691,422,1261,564,234,115,363,699,17,331,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,NA,1380,839,1823,0.46,232,602,0.385,336,474,0.709,297,1119,473,190,138,324,556
"Seton Hall","Arkansas","L 71-77",0,17,17,273,33,21,12,0.636,12.1,9.25,10,8,12,2,4,6,2417,2323,NA,1335,872,1949,0.447,202,598,0.338,471,733,0.643,439,1311,405,228,82,449,613,17,17,36,26,10,0.722,14.04,8.6,12,6,15,3,6,5,2855,2659,NA,1440,997,2165,0.461,233,638,0.365,628,825,0.761,401,1298,497,278,170,428,739
"Notre Dame","West Virginia","L 71-83",0,17,17,227,36,26,10,0.722,17.81,9.78,12,6,16,2,5,4,2783,2494,NA,1445,980,2139,0.458,334,869,0.384,489,611,0.8,334,1212,566,255,134,341,533,17,337,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,NA,1505,1059,2333,0.454,275,759,0.362,621,907,0.685,534,1387,607,371,176,455,756
"Arizona","Xavier","L 71-73",0,17,17,13,37,32,5,0.865,18.25,7.63,16,2,15,1,9,1,2833,2440,NA,1480,977,2048,0.477,244,625,0.39,635,830,0.765,380,1358,501,201,119,413,625,17,349,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,NA,1525,981,2148,0.457,267,775,0.345,607,882,0.688,451,1416,560,228,100,478,711
"North Carolina","Gonzaga","W 71-65",1,17,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711,17,109,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,NA,1560,1149,2280,0.504,286,749,0.382,638,890,0.717,378,1587,595,265,183,448,660
"Vermont","Purdue","L 70-80",0,17,17,326,35,29,6,0.829,6.67,-3.27,16,0,16,1,11,3,2571,2174,NA,1400,943,1909,0.494,229,621,0.369,456,651,0.7,326,1192,476,199,151,392,555,17,248,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,NA,1415,980,2044,0.479,315,782,0.403,515,680,0.757,344,1322,640,181,87,455,552
"Northern Kentucky","Kentucky","L 70-79",0,17,17,224,35,24,11,0.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,NA,1400,928,2037,0.456,300,859,0.349,503,740,0.68,391,1319,486,200,98,468,622,17,144,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,NA,1525,1134,2396,0.473,267,757,0.353,690,980,0.704,470,1512,585,229,200,443,716
"Michigan State","Kansas","L 70-90",0,17,17,177,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,NA,1405,905,1927,0.47,273,732,0.373,432,646,0.669,328,1275,591,151,162,490,699,17,141,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,NA,1455,1071,2193,0.488,318,787,0.404,535,789,0.678,428,1393,584,250,162,456,639
"South Carolina","Baylor","W 70-50",1,17,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751,17,22,35,27,8,0.771,19.75,11.87,12,6,15,2,6,4,2550,2228,NA,1400,921,1956,0.471,230,641,0.359,478,661,0.723,451,1329,544,180,166,469,617
"Florida","South Carolina","L 70-77",0,17,17,97,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,NA,1455,953,2118,0.45,278,776,0.358,620,851,0.729,416,1331,450,272,167,431,661,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751
"Arizona","Saint Mary's (CA)","W 69-60",1,17,17,13,37,32,5,0.865,18.25,7.63,16,2,15,1,9,1,2833,2440,NA,1480,977,2048,0.477,244,625,0.39,635,830,0.765,380,1358,501,201,119,413,625,17,262,34,29,5,0.853,16.75,2.19,16,2,15,2,10,1,2449,1954,NA,1360,892,1797,0.496,293,744,0.394,372,499,0.745,324,1205,563,143,110,365,512
"Louisville","Michigan","L 69-73",0,17,17,158,34,25,9,0.735,22.47,11.15,12,6,16,1,5,5,2628,2243,NA,1370,952,2085,0.457,238,670,0.355,486,708,0.686,457,1343,461,227,186,374,652,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571
"Oregon","Michigan","W 69-68",1,17,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571
"Northwestern","Vanderbilt","W 68-66",1,17,17,226,36,24,12,0.667,14.02,8.43,10,8,14,4,5,5,2558,2357,NA,1440,913,2094,0.436,256,747,0.343,476,637,0.747,386,1304,540,190,175,383,691,17,325,35,19,16,0.543,13.69,10.72,10,8,11,5,5,6,2489,2385,NA,1405,815,1896,0.43,346,921,0.376,513,660,0.777,286,1208,450,147,133,430,581
"Michigan","Oregon","L 68-69",0,17,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614
"Mount St. Mary's","New Orleans","W 67-66",1,17,17,193,36,20,16,0.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,NA,1445,877,1977,0.444,261,730,0.358,431,640,0.673,276,1082,403,222,142,472,640,17,203,32,20,12,0.625,-4.1,-5.34,13,5,11,3,7,8,2331,2215,NA,1300,830,1755,0.473,139,438,0.317,532,749,0.71,386,1140,500,252,97,534,562
