,team1,team2,Result,year,outcome,Year.x,Random.x,Season.x,SeasonStart.x,Year.y,Random.y,Season.y,SeasonStart.y,Year,List,T1MinutesPlayed,T2MinutesPlayed,T1FieldGoals,T2FieldGoals,T1FieldGoalAttpt,T2FieldGoalAttpt,T1FieldGoalPct,T2FieldGoalPct,T1FieldGoals2P,T2FieldGoals2P,T1FieldGoalAttpt2P,T2FieldGoalAttpt2P,T1FieldGoals2PPct,T2FieldGoals2PPct,T1FieldGoals3P,T2FieldGoals3P,T1FieldGoalAttpt3P,T2FieldGoalAttpt3P,T1FieldGoals3PPct,T2FieldGoals3PPct,T1FreeThrows,T2FreeThrows,T1FreeThrowAttpt,T2FreeThrowAttpt,T1FreeThrowPct,T2FreeThrowPct,T1GamesPlayed,T2GamesPlayed,T1GamesWon,T2GamesWon,T1GamesLost,T2GamesLost,T1WinLossRatio,T2WinLossRatio,T1PointsScored,T2PointsScored
427,Michigan,Texas,W 79-65,2014,1,14,253,2013-14,2013,14,518,2013-14,2013,14,427,7450,7025,945,905,1982,2095,0.477,0.432,626,727,1188,1550,0.527,0.469,319,178,794,545,0.402,0.327,527,610,691,909,0.763,0.671,37,35,28,24,9,11,0.757,0.686,2736,2598
428,Florida,UCLA,W 79-68,2014,1,14,271,2013-14,2013,14,40,2013-14,2013,14,428,7799,7450,945,1073,2056,2196,0.46,0.489,690,844,1345,1593,0.513,0.53,255,229,711,603,0.359,0.38,582,628,871,839,0.668,0.749,39,37,36,28,3,9,0.923,0.757,2727,3003
429,Tennessee,Iowa,W 78-65 (OT),2014,1,14,369,2013-14,2013,14,337,2013-14,2013,14,429,7450,6693,927,919,2048,1984,0.453,0.463,722,728,1417,1438,0.51,0.506,205,191,631,546,0.325,0.35,613,660,852,898,0.719,0.735,37,33,24,20,13,13,0.649,0.606,2672,2689
430,Delaware,Michigan State,L 78-93,2014,0,14,187,2013-14,2013,14,94,2013-14,2013,14,430,7027,7674,936,1024,2108,2159,0.444,0.474,684,717,1381,1376,0.495,0.521,252,307,727,783,0.347,0.392,658,515,925,728,0.711,0.707,35,38,25,29,10,9,0.714,0.763,2782,2870
431,Mercer,Duke,W 78-71,2014,1,14,123,2013-14,2013,14,242,2013-14,2013,14,431,7462,7025,982,929,2061,2020,0.476,0.46,692,613,1305,1219,0.53,0.503,290,316,756,801,0.384,0.395,582,571,791,783,0.736,0.729,36,35,27,26,9,9,0.75,0.743,2836,2745
432,Kentucky,Wichita State,W 78-76,2014,1,14,47,2013-14,2013,14,305,2013-14,2013,14,432,8074,7223,1004,896,2213,1942,0.454,0.461,801,646,1602,1229,0.5,0.526,203,250,611,713,0.332,0.351,781,664,1146,916,0.682,0.725,40,36,29,35,11,1,0.725,0.972,2992,2706
433,Virginia,Memphis,W 78-60,2014,1,14,943,2013-14,2013,14,492,2013-14,2013,14,433,7428,6850,855,958,1884,2009,0.454,0.477,649,776,1325,1457,0.49,0.533,206,182,559,552,0.369,0.33,533,516,792,801,0.673,0.644,37,34,30,24,7,10,0.811,0.706,2449,2614
434,Pitt,Colorado,W 77-48,2014,1,14,552,2013-14,2013,14,920,2013-14,2013,14,434,7332,7075,895,814,1944,1871,0.46,0.435,712,633,1422,1302,0.501,0.486,183,181,522,569,0.351,0.318,613,648,861,903,0.712,0.718,36,35,26,23,10,12,0.722,0.657,2586,2457
435,Syracuse,Western Mich.,W 77-53,2014,1,14,1469,2013-14,2013,14,1210,2013-14,2013,14,435,6850,6701,819,779,1873,1684,0.437,0.463,652,584,1368,1091,0.477,0.535,167,195,505,593,0.331,0.329,506,620,715,856,0.708,0.724,34,33,28,23,6,10,0.824,0.697,2311,2373
436,Oklahoma State,Gonzaga,L 77-85,2014,0,14,266,2013-14,2013,14,218,2013-14,2013,14,436,6954,7105,898,972,1941,1963,0.463,0.495,659,717,1285,1320,0.513,0.543,239,255,656,643,0.364,0.397,693,562,964,793,0.719,0.709,34,36,21,29,13,7,0.618,0.806,2728,2761
437,Providence,UNC,L 77-79,2014,0,14,602,2013-14,2013,14,507,2013-14,2013,14,437,7250,6851,849,953,1984,2057,0.428,0.463,631,807,1356,1623,0.465,0.497,218,146,628,434,0.347,0.336,650,552,831,882,0.782,0.626,35,34,23,24,12,10,0.657,0.706,2566,2604
438,Stephen F. Austin,VCU,W 77-75 (OT),2014,1,14,383,2013-14,2013,14,463,2013-14,2013,14,438,7050,7100,922,922,1992,2196,0.463,0.42,674,662,1274,1452,0.529,0.456,248,260,718,744,0.345,0.349,569,520,800,772,0.711,0.674,35,35,32,26,3,9,0.914,0.743,2661,2624
439,UConn,Villanova,W 77-65,2014,1,14,92,2013-14,2013,14,402,2013-14,2013,14,439,8050,6925,971,870,2163,1907,0.449,0.456,684,566,1422,1052,0.481,0.538,287,304,741,855,0.387,0.356,644,607,829,848,0.777,0.716,40,34,32,29,8,5,0.8,0.853,2873,2651
440,Oregon,Wisconsin,L 77-85,2014,0,14,181,2013-14,2013,14,170,2013-14,2013,14,440,6925,7625,928,927,1977,2019,0.469,0.459,669,630,1311,1229,0.51,0.513,259,297,666,790,0.389,0.376,668,642,865,861,0.772,0.746,34,38,24,30,10,8,0.706,0.789,2783,2793
441,UCLA,Stephen F. Austin,W 77-60,2014,1,14,40,2013-14,2013,14,383,2013-14,2013,14,441,7450,7050,1073,922,2196,1992,0.489,0.463,844,674,1593,1274,0.53,0.529,229,248,603,718,0.38,0.345,628,569,839,800,0.749,0.711,37,35,28,32,9,3,0.757,0.914,3003,2661
442,Creighton,Louisiana,W 76-66,2014,1,14,227,2013-14,2013,14,125,2013-14,2013,14,442,7000,7149,957,988,1927,2127,0.497,0.465,601,742,1068,1457,0.563,0.509,356,246,859,670,0.414,0.367,486,613,654,913,0.743,0.671,35,35,27,23,8,12,0.771,0.657,2756,2835
443,UCLA,Tulsa,W 76-59,2014,1,14,40,2013-14,2013,14,874,2013-14,2013,14,443,7450,6850,1073,835,2196,1899,0.489,0.44,844,638,1593,1296,0.53,0.492,229,197,603,603,0.38,0.327,628,604,839,894,0.749,0.676,37,34,28,21,9,13,0.757,0.618,3003,2471
444,Wichita State,Kentucky,L 76-78,2014,0,14,305,2013-14,2013,14,47,2013-14,2013,14,444,7223,8074,896,1004,1942,2213,0.461,0.454,646,801,1229,1602,0.526,0.5,250,203,713,611,0.351,0.332,664,781,916,1146,0.725,0.682,36,40,35,29,1,11,0.972,0.725,2706,2992
445,Iowa State,UConn,L 76-81,2014,0,14,50,2013-14,2013,14,92,2013-14,2013,14,445,7324,8050,1062,971,2239,2163,0.474,0.449,761,684,1399,1422,0.544,0.481,301,287,840,741,0.358,0.387,564,644,814,829,0.693,0.777,36,40,28,32,8,8,0.778,0.8,2989,2873
446,Wisconsin,American,W 75-35,2014,1,14,170,2013-14,2013,14,2439,2013-14,2013,14,446,7625,6626,927,748,2019,1527,0.459,0.49,630,541,1229,981,0.513,0.551,297,207,790,546,0.376,0.379,642,378,861,535,0.746,0.707,38,33,30,20,8,13,0.789,0.606,2793,2081
447,Oklahoma,North Dakota St.,L 75-80 (OT),2014,0,14,308,2013-14,2013,14,797,2013-14,2013,14,447,6676,6625,909,888,2034,1759,0.447,0.505,624,712,1282,1276,0.487,0.558,285,176,752,483,0.379,0.364,601,540,802,719,0.749,0.751,33,33,23,26,10,7,0.697,0.788,2704,2492
448,N.C. Central,Iowa State,L 75-93,2014,0,14,738,2013-14,2013,14,50,2013-14,2013,14,448,6901,7324,847,1062,1832,2239,0.462,0.474,663,761,1287,1399,0.515,0.544,184,301,545,840,0.338,0.358,635,564,872,814,0.728,0.693,34,36,28,28,6,8,0.824,0.778,2513,2989
449,VCU,Stephen F. Austin,L 75-77 (OT),2014,0,14,463,2013-14,2013,14,383,2013-14,2013,14,449,7100,7050,922,922,2196,1992,0.42,0.463,662,674,1452,1274,0.456,0.529,260,248,744,718,0.349,0.345,520,569,772,800,0.674,0.711,35,35,26,32,9,3,0.743,0.914,2624,2661
450,Kentucky,Michigan,W 75-72,2014,1,14,47,2013-14,2013,14,253,2013-14,2013,14,450,8074,7450,1004,945,2213,1982,0.454,0.477,801,626,1602,1188,0.5,0.527,203,319,611,794,0.332,0.402,781,527,1146,691,0.682,0.763,40,37,29,28,11,9,0.725,0.757,2992,2736
451,NC State,Xavier,W 74-59,2014,1,14,614,2013-14,2013,14,971,2013-14,2013,14,451,7301,6850,950,869,2060,1850,0.461,0.47,790,695,1535,1350,0.515,0.515,160,174,525,500,0.305,0.348,501,530,762,770,0.657,0.688,36,34,22,21,14,13,0.611,0.618,2561,2442
452,Baylor,Nebraska,W 74-60,2014,1,14,115,2013-14,2013,14,2213,2013-14,2013,14,452,7698,6400,959,719,2108,1684,0.455,0.427,679,531,1383,1120,0.491,0.474,280,188,725,564,0.386,0.333,645,511,949,713,0.68,0.717,38,32,26,19,12,13,0.684,0.594,2843,2137
453,Kentucky,Louisville,W 74-69,2014,1,14,47,2013-14,2013,14,42,2013-14,2013,14,453,8074,7400,1004,1051,2213,2232,0.454,0.471,801,763,1602,1449,0.5,0.527,203,288,611,783,0.332,0.368,781,608,1146,920,0.682,0.661,40,37,29,31,11,6,0.725,0.838,2992,2998
454,Kentucky,Wisconsin,W 74-73,2014,1,14,47,2013-14,2013,14,170,2013-14,2013,14,454,8074,7625,1004,927,2213,2019,0.454,0.459,801,630,1602,1229,0.5,0.513,203,297,611,790,0.332,0.376,781,642,1146,861,0.682,0.746,40,38,29,30,11,8,0.725,0.789,2992,2793
455,Villanova,Milwaukee,W 73-53,2014,1,14,402,2013-14,2013,14,892,2013-14,2013,14,455,6925,7076,870,808,1907,1888,0.456,0.428,566,563,1052,1134,0.538,0.496,304,245,855,754,0.356,0.325,607,604,848,823,0.716,0.734,34,35,29,21,5,14,0.853,0.6,2651,2465
456,San Diego State,New Mexico St.,W 73-69 (OT),2014,1,14,695,2013-14,2013,14,207,2013-14,2013,14,456,7251,7275,873,936,2009,1918,0.435,0.488,687,742,1490,1395,0.461,0.532,186,194,519,523,0.358,0.371,598,705,902,1027,0.663,0.686,36,36,31,26,5,10,0.861,0.722,2530,2771
457,Harvard,Michigan State,L 73-80,2014,0,14,1341,2013-14,2013,14,94,2013-14,2013,14,457,6500,7674,786,1024,1691,2159,0.465,0.474,602,717,1213,1376,0.496,0.521,184,307,478,783,0.385,0.392,587,515,811,728,0.724,0.707,32,38,27,29,5,9,0.844,0.763,2343,2870
458,Michigan,Tennessee,W 73-71,2014,1,14,253,2013-14,2013,14,369,2013-14,2013,14,458,7450,7450,945,927,1982,2048,0.477,0.453,626,722,1188,1417,0.527,0.51,319,205,794,631,0.402,0.325,527,613,691,852,0.763,0.719,37,37,28,24,9,13,0.757,0.649,2736,2672
459,Wisconsin,Kentucky,L 73-74,2014,0,14,170,2013-14,2013,14,47,2013-14,2013,14,459,7625,8074,927,1004,2019,2213,0.459,0.454,630,801,1229,1602,0.513,0.5,297,203,790,611,0.376,0.332,642,781,861,1146,0.746,0.682,38,40,30,29,8,11,0.789,0.725,2793,2992
460,Stanford,Dayton,L 72-82,2014,0,14,484,2013-14,2013,14,372,2013-14,2013,14,460,7226,7450,896,935,1950,2018,0.459,0.463,688,692,1379,1374,0.499,0.504,208,243,571,644,0.364,0.377,616,558,877,819,0.702,0.681,36,37,23,26,13,11,0.639,0.703,2616,2671
461,Michigan,Kentucky,L 72-75,2014,0,14,253,2013-14,2013,14,47,2013-14,2013,14,461,7450,8074,945,1004,1982,2213,0.477,0.454,626,801,1188,1602,0.527,0.5,319,203,794,611,0.402,0.332,527,781,691,1146,0.763,0.682,37,40,28,29,9,11,0.757,0.725,2736,2992
462,Albany (NY),Mt. St. Mary's,W 71-64,2014,1,14,1791,2013-14,2013,14,763,2013-14,2013,14,462,6876,6650,765,843,1733,1923,0.441,0.438,602,547,1280,1089,0.47,0.502,163,296,453,834,0.36,0.355,546,522,728,706,0.75,0.739,34,33,19,16,15,17,0.559,0.485,2239,2504
463,Louisville,Manhattan,W 71-64,2014,1,14,42,2013-14,2013,14,671,2013-14,2013,14,463,7400,6749,1051,828,2232,1837,0.471,0.451,763,620,1449,1273,0.527,0.487,288,208,783,564,0.368,0.369,608,676,920,1019,0.661,0.663,37,33,31,25,6,8,0.838,0.758,2998,2540
464,Duke,Mercer,L 71-78,2014,0,14,242,2013-14,2013,14,123,2013-14,2013,14,464,7025,7462,929,982,2020,2061,0.46,0.476,613,692,1219,1305,0.503,0.53,316,290,801,756,0.395,0.384,571,582,783,791,0.729,0.736,35,36,26,27,9,9,0.743,0.75,2745,2836
465,Memphis,George Washington,W 71-66,2014,1,14,492,2013-14,2013,14,1072,2013-14,2013,14,465,6850,6622,958,839,2009,1812,0.477,0.463,776,652,1457,1298,0.533,0.502,182,187,552,514,0.33,0.364,516,550,801,845,0.644,0.651,34,33,24,24,10,9,0.706,0.727,2614,2415
466,Tennessee,Michigan,L 71-73,2014,0,14,369,2013-14,2013,14,253,2013-14,2013,14,466,7450,7450,927,945,2048,1982,0.453,0.477,722,626,1417,1188,0.51,0.527,205,319,631,794,0.325,0.402,613,527,852,691,0.719,0.763,37,37,24,28,13,9,0.649,0.757,2672,2736
467,Virginia,Coastal Caro.,W 70-59,2014,1,14,943,2013-14,2013,14,918,2013-14,2013,14,467,7428,6873,855,861,1884,1969,0.454,0.437,649,649,1325,1341,0.49,0.484,206,212,559,628,0.369,0.338,533,524,792,758,0.673,0.691,37,34,30,21,7,13,0.811,0.618,2449,2458
468,Arizona,San Diego State,W 70-64,2014,1,14,211,2013-14,2013,14,695,2013-14,2013,14,468,7701,7251,996,873,2123,2009,0.469,0.435,792,687,1562,1490,0.507,0.461,204,186,561,519,0.364,0.358,573,598,870,902,0.659,0.663,38,36,33,31,5,5,0.868,0.861,2769,2530
469,Texas Southern,Cal Poly,L 69-81,2014,0,14,554,2013-14,2013,14,2196,2013-14,2013,14,469,6900,6800,857,754,1854,1850,0.462,0.408,640,536,1251,1196,0.512,0.448,217,218,603,654,0.36,0.333,653,415,910,603,0.718,0.688,34,34,19,14,15,20,0.559,0.412,2584,2141
470,New Mexico St.,San Diego State,L 69-73 (OT),2014,0,14,207,2013-14,2013,14,695,2013-14,2013,14,470,7275,7251,936,873,1918,2009,0.488,0.435,742,687,1395,1490,0.532,0.461,194,186,523,519,0.371,0.358,705,598,1027,902,0.686,0.663,36,36,26,31,10,5,0.722,0.861,2771,2530
471,Eastern Ky.,Kansas,L 69-80,2014,0,14,360,2013-14,2013,14,214,2013-14,2013,14,471,6824,7048,881,955,1810,1937,0.487,0.493,566,766,1003,1381,0.564,0.555,315,189,807,556,0.39,0.34,600,665,798,935,0.752,0.711,34,35,24,25,10,10,0.706,0.714,2677,2764
472,Wisconsin,Baylor,W 69-52,2014,1,14,170,2013-14,2013,14,115,2013-14,2013,14,472,7625,7698,927,959,2019,2108,0.459,0.455,630,679,1229,1383,0.513,0.491,297,280,790,725,0.376,0.386,642,645,861,949,0.746,0.68,38,38,30,26,8,12,0.789,0.684,2793,2843
473,Louisville,Kentucky,L 69-74,2014,0,14,42,2013-14,2013,14,47,2013-14,2013,14,473,7400,8074,1051,1004,2232,2213,0.471,0.454,763,801,1449,1602,0.527,0.5,288,203,783,611,0.368,0.332,608,781,920,1146,0.661,0.682,37,40,31,29,6,11,0.838,0.725,2998,2992
474,BYU,Oregon,L 68-87,2014,0,14,67,2013-14,2013,14,181,2013-14,2013,14,474,7123,6925,1012,928,2186,1977,0.463,0.469,835,669,1687,1311,0.495,0.51,177,259,499,666,0.355,0.389,730,668,1055,865,0.692,0.772,35,34,23,24,12,10,0.657,0.706,2931,2783
475,Arizona,Weber State,W 68-59,2014,1,14,211,2013-14,2013,14,1730,2013-14,2013,14,475,7701,6300,996,732,2123,1541,0.469,0.475,792,510,1562,975,0.507,0.523,204,222,561,566,0.364,0.392,573,568,870,767,0.659,0.741,38,31,33,19,5,12,0.868,0.613,2769,2254
476,UCLA,Florida,L 68-79,2014,0,14,40,2013-14,2013,14,271,2013-14,2013,14,476,7450,7799,1073,945,2196,2056,0.489,0.46,844,690,1593,1345,0.53,0.513,229,255,603,711,0.38,0.359,628,582,839,871,0.749,0.668,37,39,28,36,9,3,0.757,0.923,3003,2727
477,Florida,Albany (NY),W 67-55,2014,1,14,271,2013-14,2013,14,1791,2013-14,2013,14,477,7799,6876,945,765,2056,1733,0.46,0.441,690,602,1345,1280,0.513,0.47,255,163,711,453,0.359,0.36,582,546,871,728,0.668,0.75,39,34,36,19,3,15,0.923,0.559,2727,2239
478,UMass,Tennessee,L 67-86,2014,0,14,771,2013-14,2013,14,369,2013-14,2013,14,478,6625,7450,900,927,1962,2048,0.459,0.453,723,722,1450,1417,0.499,0.51,177,205,512,631,0.346,0.325,525,613,769,852,0.683,0.719,33,37,24,24,9,13,0.727,0.649,2502,2672
479,Louisiana,Creighton,L 66-76,2014,0,14,125,2013-14,2013,14,227,2013-14,2013,14,479,7149,7000,988,957,2127,1927,0.465,0.497,742,601,1457,1068,0.509,0.563,246,356,670,859,0.367,0.414,613,486,913,654,0.671,0.743,35,35,23,27,12,8,0.657,0.771,2835,2756
480,George Washington,Memphis,L 66-71,2014,0,14,1072,2013-14,2013,14,492,2013-14,2013,14,480,6622,6850,839,958,1812,2009,0.463,0.477,652,776,1298,1457,0.502,0.533,187,182,514,552,0.364,0.33,550,516,845,801,0.651,0.644,33,34,24,24,9,10,0.727,0.706,2415,2614
481,Louisville,Saint Louis,W 66-51,2014,1,14,42,2013-14,2013,14,1206,2013-14,2013,14,481,7400,6875,1051,829,2232,1869,0.471,0.444,763,639,1449,1268,0.527,0.504,288,190,783,601,0.368,0.316,608,526,920,755,0.661,0.697,37,34,31,27,6,7,0.838,0.794,2998,2374
482,Iowa,Tennessee,L 65-78 (OT),2014,0,14,337,2013-14,2013,14,369,2013-14,2013,14,482,6693,7450,919,927,1984,2048,0.463,0.453,728,722,1438,1417,0.506,0.51,191,205,546,631,0.35,0.325,660,613,898,852,0.735,0.719,33,37,20,24,13,13,0.606,0.649,2689,2672
483,Villanova,UConn,L 65-77,2014,0,14,402,2013-14,2013,14,92,2013-14,2013,14,483,6925,8050,870,971,1907,2163,0.456,0.449,566,684,1052,1422,0.538,0.481,304,287,855,741,0.356,0.387,607,644,848,829,0.716,0.777,34,40,29,32,5,8,0.853,0.8,2651,2873
484,Texas,Michigan,L 65-79,2014,0,14,518,2013-14,2013,14,253,2013-14,2013,14,484,7025,7450,905,945,2095,1982,0.432,0.477,727,626,1550,1188,0.469,0.527,178,319,545,794,0.327,0.402,610,527,909,691,0.671,0.763,35,37,24,28,11,9,0.686,0.757,2598,2736
485,Mt. St. Mary's,Albany (NY),L 64-71,2014,0,14,763,2013-14,2013,14,1791,2013-14,2013,14,485,6650,6876,843,765,1923,1733,0.438,0.441,547,602,1089,1280,0.502,0.47,296,163,834,453,0.355,0.36,522,546,706,728,0.739,0.75,33,34,16,19,17,15,0.485,0.559,2504,2239
486,Manhattan,Louisville,L 64-71,2014,0,14,671,2013-14,2013,14,42,2013-14,2013,14,486,6749,7400,828,1051,1837,2232,0.451,0.471,620,763,1273,1449,0.487,0.527,208,288,564,783,0.369,0.368,676,608,1019,920,0.663,0.661,33,37,25,31,8,6,0.758,0.838,2540,2998
487,Wichita State,Cal Poly,W 64-37,2014,1,14,305,2013-14,2013,14,2196,2013-14,2013,14,487,7223,6800,896,754,1942,1850,0.461,0.408,646,536,1229,1196,0.526,0.448,250,218,713,654,0.351,0.333,664,415,916,603,0.725,0.688,36,34,35,14,1,20,0.972,0.412,2706,2141
488,San Diego State,Arizona,L 64-70,2014,0,14,695,2013-14,2013,14,211,2013-14,2013,14,488,7251,7701,873,996,2009,2123,0.435,0.469,687,792,1490,1562,0.461,0.507,186,204,519,561,0.358,0.364,598,573,902,870,0.663,0.659,36,38,31,33,5,5,0.861,0.868,2530,2769
489,Wisconsin,Arizona,W 64-63 (OT),2014,1,14,170,2013-14,2013,14,211,2013-14,2013,14,489,7625,7701,927,996,2019,2123,0.459,0.469,630,792,1229,1562,0.513,0.507,297,204,790,561,0.376,0.364,642,573,861,870,0.746,0.659,38,38,30,33,8,5,0.789,0.868,2793,2769
490,San Diego State,North Dakota St.,W 63-44,2014,1,14,695,2013-14,2013,14,797,2013-14,2013,14,490,7251,6625,873,888,2009,1759,0.435,0.505,687,712,1490,1276,0.461,0.558,186,176,519,483,0.358,0.364,598,540,902,719,0.663,0.751,36,33,31,26,5,7,0.861,0.788,2530,2492
491,Mercer,Tennessee,L 63-83,2014,0,14,123,2013-14,2013,14,369,2013-14,2013,14,491,7462,7450,982,927,2061,2048,0.476,0.453,692,722,1305,1417,0.53,0.51,290,205,756,631,0.384,0.325,582,613,791,852,0.736,0.719,36,37,27,24,9,13,0.75,0.649,2836,2672
492,Arizona,Wisconsin,L 63-64 (OT),2014,0,14,211,2013-14,2013,14,170,2013-14,2013,14,492,7701,7625,996,927,2123,2019,0.469,0.459,792,630,1562,1229,0.507,0.513,204,297,561,790,0.364,0.376,573,642,870,861,0.659,0.746,38,38,33,30,5,8,0.868,0.789,2769,2793
493,UConn,Florida,W 63-53,2014,1,14,92,2013-14,2013,14,271,2013-14,2013,14,493,8050,7799,971,945,2163,2056,0.449,0.46,684,690,1422,1345,0.481,0.513,287,255,741,711,0.387,0.359,644,582,829,871,0.777,0.668,40,39,32,36,8,3,0.8,0.923,2873,2727
494,Florida,Dayton,W 62-52,2014,1,14,271,2013-14,2013,14,372,2013-14,2013,14,494,7799,7450,945,935,2056,2018,0.46,0.463,690,692,1345,1374,0.513,0.504,255,243,711,644,0.359,0.377,582,558,871,819,0.668,0.681,39,37,36,26,3,11,0.923,0.703,2727,2671
495,Harvard,Cincinnati,W 61-57,2014,1,14,1341,2013-14,2013,14,1410,2013-14,2013,14,495,6500,6801,786,805,1691,1893,0.465,0.425,602,609,1213,1308,0.496,0.466,184,196,478,585,0.385,0.335,587,519,811,733,0.724,0.708,32,34,27,27,5,7,0.844,0.794,2343,2325
496,Florida,Pitt,W 61-45,2014,1,14,271,2013-14,2013,14,552,2013-14,2013,14,496,7799,7332,945,895,2056,1944,0.46,0.46,690,712,1345,1422,0.513,0.501,255,183,711,522,0.359,0.351,582,613,871,861,0.668,0.712,39,36,36,26,3,10,0.923,0.722,2727,2586
497,Gonzaga,Arizona,L 61-84,2014,0,14,218,2013-14,2013,14,211,2013-14,2013,14,497,7105,7701,972,996,1963,2123,0.495,0.469,717,792,1320,1562,0.543,0.507,255,204,643,561,0.397,0.364,562,573,793,870,0.709,0.659,36,38,29,33,7,5,0.806,0.868,2761,2769
498,Michigan State,Virginia,W 61-59,2014,1,14,94,2013-14,2013,14,943,2013-14,2013,14,498,7674,7428,1024,855,2159,1884,0.474,0.454,717,649,1376,1325,0.521,0.49,307,206,783,559,0.392,0.369,515,533,728,792,0.707,0.673,38,37,29,30,9,7,0.763,0.811,2870,2449
499,Dayton,Ohio State,W 60-59,2014,1,14,372,2013-14,2013,14,1006,2013-14,2013,14,499,7450,7049,935,843,2018,1875,0.463,0.45,692,643,1374,1258,0.504,0.511,243,200,644,617,0.377,0.324,558,546,819,793,0.681,0.689,37,35,26,25,11,10,0.703,0.714,2671,2432
500,Nebraska,Baylor,L 60-74,2014,0,14,2213,2013-14,2013,14,115,2013-14,2013,14,500,6400,7698,719,959,1684,2108,0.427,0.455,531,679,1120,1383,0.474,0.491,188,280,564,725,0.333,0.386,511,645,713,949,0.717,0.68,32,38,19,26,13,12,0.594,0.684,2137,2843
501,Stanford,Kansas,W 60-57,2014,1,14,484,2013-14,2013,14,214,2013-14,2013,14,501,7226,7048,896,955,1950,1937,0.459,0.493,688,766,1379,1381,0.499,0.555,208,189,571,556,0.364,0.34,616,665,877,935,0.702,0.711,36,35,23,25,13,10,0.639,0.714,2616,2764
502,Memphis,Virginia,L 60-78,2014,0,14,492,2013-14,2013,14,943,2013-14,2013,14,502,6850,7428,958,855,2009,1884,0.477,0.454,776,649,1457,1325,0.533,0.49,182,206,552,559,0.33,0.369,516,533,801,792,0.644,0.673,34,37,24,30,10,7,0.706,0.811,2614,2449
503,Stephen F. Austin,UCLA,L 60-77,2014,0,14,383,2013-14,2013,14,40,2013-14,2013,14,503,7050,7450,922,1073,1992,2196,0.463,0.489,674,844,1274,1593,0.529,0.53,248,229,718,603,0.345,0.38,569,628,800,839,0.711,0.749,35,37,32,28,3,9,0.914,0.757,2661,3003
504,UConn,Michigan State,W 60-54,2014,1,14,92,2013-14,2013,14,94,2013-14,2013,14,504,8050,7674,971,1024,2163,2159,0.449,0.474,684,717,1422,1376,0.481,0.521,287,307,741,783,0.387,0.392,644,515,829,728,0.777,0.707,40,38,32,29,8,9,0.8,0.763,2873,2870
505,UConn,Kentucky,W 60-54,2014,1,14,92,2013-14,2013,14,47,2013-14,2013,14,505,8050,8074,971,1004,2163,2213,0.449,0.454,684,801,1422,1602,0.481,0.5,287,203,741,611,0.387,0.332,644,781,829,1146,0.777,0.682,40,40,32,29,8,11,0.8,0.725,2873,2992
506,Xavier,NC State,L 59-74,2014,0,14,971,2013-14,2013,14,614,2013-14,2013,14,506,6850,7301,869,950,1850,2060,0.47,0.461,695,790,1350,1535,0.515,0.515,174,160,500,525,0.348,0.305,530,501,770,762,0.688,0.657,34,36,21,22,13,14,0.618,0.611,2442,2561
507,Ohio State,Dayton,L 59-60,2014,0,14,1006,2013-14,2013,14,372,2013-14,2013,14,507,7049,7450,843,935,1875,2018,0.45,0.463,643,692,1258,1374,0.511,0.504,200,243,617,644,0.324,0.377,546,558,793,819,0.689,0.681,35,37,25,26,10,11,0.714,0.703,2432,2671
508,Weber State,Arizona,L 59-68,2014,0,14,1730,2013-14,2013,14,211,2013-14,2013,14,508,6300,7701,732,996,1541,2123,0.475,0.469,510,792,975,1562,0.523,0.507,222,204,566,561,0.392,0.364,568,573,767,870,0.741,0.659,31,38,19,33,12,5,0.613,0.868,2254,2769
509,Coastal Caro.,Virginia,L 59-70,2014,0,14,918,2013-14,2013,14,943,2013-14,2013,14,509,6873,7428,861,855,1969,1884,0.437,0.454,649,649,1341,1325,0.484,0.49,212,206,628,559,0.338,0.369,524,533,758,792,0.691,0.673,34,37,21,30,13,7,0.618,0.811,2458,2449
510,Tulsa,UCLA,L 59-76,2014,0,14,874,2013-14,2013,14,40,2013-14,2013,14,510,6850,7450,835,1073,1899,2196,0.44,0.489,638,844,1296,1593,0.492,0.53,197,229,603,603,0.327,0.38,604,628,894,839,0.676,0.749,34,37,21,28,13,9,0.618,0.757,2471,3003
511,Virginia,Michigan State,L 59-61,2014,0,14,943,2013-14,2013,14,94,2013-14,2013,14,511,7428,7674,855,1024,1884,2159,0.454,0.474,649,717,1325,1376,0.49,0.521,206,307,559,783,0.369,0.392,533,515,792,728,0.673,0.707,37,38,30,29,7,9,0.811,0.763,2449,2870
512,Stanford,New Mexico,W 58-53,2014,1,14,484,2013-14,2013,14,727,2013-14,2013,14,512,7226,6899,896,847,1950,1851,0.459,0.458,688,650,1379,1258,0.499,0.517,208,197,571,593,0.364,0.332,616,625,877,863,0.702,0.724,36,34,23,27,13,7,0.639,0.794,2616,2516
513,Cincinnati,Harvard,L 57-61,2014,0,14,1410,2013-14,2013,14,1341,2013-14,2013,14,513,6801,6500,805,786,1893,1691,0.425,0.465,609,602,1308,1213,0.466,0.496,196,184,585,478,0.335,0.385,519,587,733,811,0.708,0.724,34,32,27,27,7,5,0.794,0.844,2325,2343
514,Michigan,Wofford,W 57-40,2014,1,14,253,2013-14,2013,14,1946,2013-14,2013,14,514,7450,6626,945,808,1982,1804,0.477,0.448,626,612,1188,1260,0.527,0.486,319,196,794,544,0.402,0.36,527,393,691,592,0.763,0.664,37,33,28,20,9,13,0.757,0.606,2736,2205
