"team1","Schl","Result","year","outcome","Year.x","Random.x","Season.x","G.x","W.x","L.x","W.L..x","MP.x","FG.x","FGA.x","FG..x","X2P.x","X2PA.x","X2P..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","PTS.x","SeasonStart.x","Year.y","Random.y","Season.y","G.y","W.y","L.y","W.L..y","MP.y","FG.y","FGA.y","FG..y","X2P.y","X2PA.y","X2P..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","PTS.y","SeasonStart.y","Year"
"Wofford","Arkansas","L 53-56",2015,0,15,1390,"2014-15","35","28","7","0.8","7000","818","1802","0.454","596","1206","0.494","222","596","0.372","473","688","0.688","2331","2014",15,177,"2014-15","36","27","9","0.75","7252","978","2196","0.445","740","1515","0.488","238","681","0.349","593","819","0.724","2787","2014",15
"Providence","Dayton","L 53-66",2015,0,15,1227,"2014-15","34","22","12","0.647","6850","828","1889","0.438","657","1343","0.489","171","546","0.313","543","768","0.707","2370","2014",15,986,"2014-15","36","27","9","0.75","7225","810","1755","0.462","571","1085","0.526","239","670","0.357","580","846","0.686","2439","2014",15
"Northern Iowa","Louisville","L 53-66",2015,0,15,1593,"2014-15","35","31","4","0.886","7101","776","1618","0.48","519","973","0.533","257","645","0.398","472","644","0.733","2281","2014",15,826,"2014-15","36","27","9","0.75","7249","878","2048","0.429","680","1404","0.484","198","644","0.307","529","792","0.668","2483","2014",15
"Lafayette","Villanova","L 52-93",2015,0,15,1032,"2014-15","33","20","13","0.606","6625","872","1799","0.485","611","1159","0.527","261","640","0.408","421","549","0.767","2426","2014",15,229,"2014-15","36","33","3","0.917","7250","916","1951","0.47","590","1114","0.53","326","837","0.389","596","815","0.731","2754","2014",15
"Davidson","Iowa","L 52-83",2015,0,15,696,"2014-15","32","24","8","0.75","6425","898","1924","0.467","555","1047","0.53","343","877","0.391","390","553","0.705","2529","2014",15,1217,"2014-15","34","22","12","0.647","6850","821","1905","0.431","629","1329","0.473","192","576","0.333","538","723","0.744","2372","2014",15
"Gonzaga","Duke","L 52-66",2015,0,15,51,"2014-15","38","35","3","0.921","7625","1084","2083","0.52","820","1423","0.576","264","660","0.4","557","806","0.691","2989","2014",15,17,"2014-15","39","35","4","0.897","7850","1099","2191","0.502","816","1459","0.559","283","732","0.387","610","873","0.699","3091","2014",15
"Cincinnati","Kentucky","L 51-64",2015,0,15,2310,"2014-15","34","23","11","0.676","6899","761","1705","0.446","594","1198","0.496","167","507","0.329","424","633","0.67","2113","2014",15,79,"2014-15","39","38","1","0.974","7873","1006","2150","0.468","803","1568","0.512","203","582","0.349","685","943","0.726","2900","2014",15
"Stephen F. Austin","Utah","L 50-57",2015,0,15,370,"2014-15","34","29","5","0.853","6824","911","1870","0.487","649","1178","0.551","262","692","0.379","588","799","0.736","2672","2014",15,788,"2014-15","35","26","9","0.743","7024","849","1760","0.482","585","1106","0.529","264","654","0.404","534","760","0.703","2496","2014",15
"San Diego State","Duke","L 49-68",2015,0,15,1837,"2014-15","36","27","9","0.75","7276","800","1916","0.418","611","1325","0.461","189","591","0.32","437","694","0.63","2226","2014",15,17,"2014-15","39","35","4","0.897","7850","1099","2191","0.502","816","1459","0.559","283","732","0.387","610","873","0.699","3091","2014",15
"Texas","Butler","L 48-56",2015,0,15,1557,"2014-15","34","20","14","0.588","6875","796","1837","0.433","584","1211","0.482","212","626","0.339","486","671","0.724","2290","2014",15,1324,"2014-15","34","23","11","0.676","6900","814","1882","0.433","622","1342","0.463","192","540","0.356","526","767","0.686","2346","2014",15
"West Virginia","Kentucky","L 39-78",2015,0,15,668,"2014-15","35","25","10","0.714","7050","872","2138","0.408","645","1419","0.455","227","719","0.316","571","863","0.662","2542","2014",15,79,"2014-15","39","38","1","0.974","7873","1006","2150","0.468","803","1568","0.512","203","582","0.349","685","943","0.726","2900","2014",15
"Kansas","Austin Peay","W 105-79",2016,1,16,21,"2015-16","38","33","5","0.868","7700","1092","2207","0.495","788","1479","0.533","304","728","0.418","601","843","0.713","3089","2015",16,245,"2015-16","36","18","18","0.5","7300","945","2049","0.461","722","1404","0.514","223","645","0.346","627","936","0.67","2740","2015",16
"UNC","Indiana","W 101-86",2016,1,16,3,"2015-16","40","33","7","0.825","8000","1235","2560","0.482","1011","1875","0.539","224","685","0.327","617","826","0.747","3311","2015",16,83,"2015-16","35","27","8","0.771","7025","1021","2034","0.502","676","1203","0.562","345","831","0.415","504","688","0.733","2891","2015",16
"Indiana","Chattanooga","W 99-74",2016,1,16,83,"2015-16","35","27","8","0.771","7025","1021","2034","0.502","676","1203","0.562","345","831","0.415","504","688","0.733","2891","2015",16,398,"2015-16","35","29","6","0.829","7050","897","1963","0.457","635","1234","0.515","262","729","0.359","596","811","0.735","2652","2015",16
"Fla. Gulf Coast","Fairl. Dickinson","W 96-65",2016,1,16,312,"2015-16","35","21","14","0.6","7176","1008","2106","0.479","822","1579","0.521","186","527","0.353","501","778","0.644","2703","2015",16,629,"2015-16","33","18","15","0.545","6675","929","2029","0.458","691","1372","0.504","238","657","0.362","462","663","0.697","2558","2015",16
"Villanova","Oklahoma","W 95-51",2016,1,16,12,"2015-16","40","35","5","0.875","8025","1086","2247","0.483","739","1288","0.574","347","959","0.362","599","766","0.782","3118","2015",16,65,"2015-16","37","29","8","0.784","7476","1018","2225","0.458","636","1319","0.482","382","906","0.422","530","734","0.722","2948","2015",16
"Iowa State","Iona","W 94-81",2016,1,16,102,"2015-16","35","23","12","0.657","7075","1087","2159","0.503","794","1401","0.567","293","758","0.387","395","563","0.702","2862","2015",16,452,"2015-16","33","22","11","0.667","6625","919","2011","0.457","592","1127","0.525","327","884","0.37","463","651","0.711","2628","2015",16
"Duke","UNC Wilmington","W 93-85",2016,1,16,70,"2015-16","36","25","11","0.694","7250","983","2136","0.46","655","1285","0.51","328","851","0.385","626","866","0.723","2920","2015",16,474,"2015-16","33","25","8","0.758","6675","928","2039","0.455","698","1362","0.512","230","677","0.34","534","760","0.703","2620","2015",16
"Texas A&M","Green Bay","W 92-65",2016,1,16,135,"2015-16","37","28","9","0.757","7500","991","2208","0.449","710","1384","0.513","281","824","0.341","565","841","0.672","2828","2015",16,38,"2015-16","36","23","13","0.639","7275","1048","2350","0.446","793","1620","0.49","255","730","0.349","662","1007","0.657","3013","2015",16
"Texas A&M","Northern Iowa","W 92-88 (2OT)",2016,1,16,135,"2015-16","37","28","9","0.757","7500","991","2208","0.449","710","1384","0.513","281","824","0.341","565","841","0.672","2828","2015",16,861,"2015-16","36","23","13","0.639","7275","849","1864","0.455","551","1068","0.516","298","796","0.374","479","633","0.757","2475","2015",16
"Villanova","Miami (FL)","W 92-69",2016,1,16,12,"2015-16","40","35","5","0.875","8025","1086","2247","0.483","739","1288","0.574","347","959","0.362","599","766","0.782","3118","2015",16,436,"2015-16","35","27","8","0.771","7026","907","1895","0.479","666","1252","0.532","241","643","0.375","578","772","0.749","2633","2015",16
"Oregon","Holy Cross","W 91-52",2016,1,16,49,"2015-16","38","31","7","0.816","7626","1041","2230","0.467","781","1472","0.531","260","758","0.343","648","906","0.715","2990","2015",16,1669,"2015-16","35","15","20","0.429","7125","775","1879","0.412","524","1110","0.472","251","769","0.326","466","678","0.687","2267","2015",16
"Middle Tenn.","Michigan State","W 90-81",2016,1,16,674,"2015-16","35","25","10","0.714","7025","909","2025","0.449","630","1309","0.481","279","716","0.39","442","718","0.616","2539","2015",16,171,"2015-16","35","29","6","0.829","7050","1009","2078","0.486","688","1339","0.514","321","739","0.434","454","623","0.729","2793","2015",16
"Northern Iowa","Texas A&M","L 88-92 (2OT)",2016,0,16,861,"2015-16","36","23","13","0.639","7275","849","1864","0.455","551","1068","0.516","298","796","0.374","479","633","0.757","2475","2015",16,135,"2015-16","37","28","9","0.757","7500","991","2208","0.449","710","1384","0.513","281","824","0.341","565","841","0.672","2828","2015",16
"UNC","Notre Dame","W 88-74",2016,1,16,3,"2015-16","40","33","7","0.825","8000","1235","2560","0.482","1011","1875","0.539","224","685","0.327","617","826","0.747","3311","2015",16,310,"2015-16","36","24","12","0.667","7225","972","2042","0.476","710","1342","0.529","262","700","0.374","498","671","0.742","2704","2015",16
"Villanova","Iowa","W 87-68",2016,1,16,12,"2015-16","40","35","5","0.875","8025","1086","2247","0.483","739","1288","0.574","347","959","0.362","599","766","0.782","3118","2015",16,616,"2015-16","33","22","11","0.667","6650","906","2027","0.447","637","1308","0.487","269","719","0.374","480","669","0.717","2561","2015",16
"Villanova","UNC Asheville","W 86-56",2016,1,16,12,"2015-16","40","35","5","0.875","8025","1086","2247","0.483","739","1288","0.574","347","959","0.362","599","766","0.782","3118","2015",16,650,"2015-16","34","22","12","0.647","6851","898","1973","0.455","703","1370","0.513","195","603","0.323","561","808","0.694","2552","2015",16
"Indiana","UNC","L 86-101",2016,0,16,83,"2015-16","35","27","8","0.771","7025","1021","2034","0.502","676","1203","0.562","345","831","0.415","504","688","0.733","2891","2015",16,3,"2015-16","40","33","7","0.825","8000","1235","2560","0.482","1011","1875","0.539","224","685","0.327","617","826","0.747","3311","2015",16
"UNC Wilmington","Duke","L 85-93",2016,0,16,474,"2015-16","33","25","8","0.758","6675","928","2039","0.455","698","1362","0.512","230","677","0.34","534","760","0.703","2620","2015",16,70,"2015-16","36","25","11","0.694","7250","983","2136","0.46","655","1285","0.51","328","851","0.385","626","866","0.723","2920","2015",16
"Kentucky","Stony Brook","W 85-57",2016,1,16,103,"2015-16","36","27","9","0.75","7275","1028","2149","0.478","784","1483","0.529","244","666","0.366","561","813","0.69","2861","2015",16,730,"2015-16","33","26","7","0.788","6625","933","1992","0.468","713","1394","0.511","220","598","0.368","429","637","0.673","2515","2015",16
"Little Rock","Purdue","W 85-83 (2OT)",2016,1,16,811,"2015-16","35","30","5","0.857","7074","886","1958","0.453","620","1265","0.49","266","693","0.384","449","616","0.729","2487","2015",16,275,"2015-16","35","26","9","0.743","7075","960","2042","0.47","692","1311","0.528","268","731","0.367","538","723","0.744","2726","2015",16
"UNC","Providence","W 85-66",2016,1,16,3,"2015-16","40","33","7","0.825","8000","1235","2560","0.482","1011","1875","0.539","224","685","0.327","617","826","0.747","3311","2015",16,573,"2015-16","35","24","11","0.686","7075","881","2093","0.421","632","1317","0.48","249","776","0.321","566","781","0.725","2577","2015",16
"Oklahoma","VCU","W 85-81",2016,1,16,65,"2015-16","37","29","8","0.784","7476","1018","2225","0.458","636","1319","0.482","382","906","0.422","530","734","0.722","2948","2015",16,191,"2015-16","36","25","11","0.694","7250","1010","2238","0.451","748","1493","0.501","262","745","0.352","499","721","0.692","2781","2015",16
"Virginia","Iowa State","W 84-71",2016,1,16,460,"2015-16","37","29","8","0.784","7425","964","1964","0.491","740","1407","0.526","224","557","0.402","474","630","0.752","2626","2015",16,102,"2015-16","35","23","12","0.657","7075","1087","2159","0.503","794","1401","0.567","293","758","0.387","395","563","0.702","2862","2015",16
"UNC","Fla. Gulf Coast","W 83-67",2016,1,16,3,"2015-16","40","33","7","0.825","8000","1235","2560","0.482","1011","1875","0.539","224","685","0.327","617","826","0.747","3311","2015",16,312,"2015-16","35","21","14","0.6","7176","1008","2106","0.479","822","1579","0.521","186","527","0.353","501","778","0.644","2703","2015",16
"Purdue","Little Rock","L 83-85 (2OT)",2016,0,16,275,"2015-16","35","26","9","0.743","7075","960","2042","0.47","692","1311","0.528","268","731","0.367","538","723","0.744","2726","2015",16,811,"2015-16","35","30","5","0.857","7074","886","1958","0.453","620","1265","0.49","266","693","0.384","449","616","0.729","2487","2015",16
"UNC","Syracuse","W 83-66",2016,1,16,3,"2015-16","40","33","7","0.825","8000","1235","2560","0.482","1011","1875","0.539","224","685","0.327","617","826","0.747","3311","2015",16,545,"2015-16","37","23","14","0.622","7475","884","2080","0.425","569","1204","0.473","315","876","0.36","506","736","0.688","2589","2015",16
"Oklahoma","Cal St Bakersfield","W 82-68",2016,1,16,65,"2015-16","37","29","8","0.784","7476","1018","2225","0.458","636","1319","0.482","382","906","0.422","530","734","0.722","2948","2015",16,1111,"2015-16","33","24","9","0.727","6650","875","1939","0.451","696","1415","0.492","179","524","0.342","476","726","0.656","2405","2015",16
"Gonzaga","Utah","W 82-59",2016,1,16,117,"2015-16","36","28","8","0.778","7225","1011","2081","0.486","730","1343","0.544","281","738","0.381","537","708","0.758","2840","2015",16,197,"2015-16","36","27","9","0.75","7301","977","2000","0.489","704","1254","0.561","273","746","0.366","551","764","0.721","2778","2015",16
"Oregon","Duke","W 82-68",2016,1,16,49,"2015-16","38","31","7","0.816","7626","1041","2230","0.467","781","1472","0.531","260","758","0.343","648","906","0.715","2990","2015",16,70,"2015-16","36","25","11","0.694","7250","983","2136","0.46","655","1285","0.51","328","851","0.385","626","866","0.723","2920","2015",16
"Iona","Iowa State","L 81-94",2016,0,16,452,"2015-16","33","22","11","0.667","6625","919","2011","0.457","592","1127","0.525","327","884","0.37","463","651","0.711","2628","2015",16,102,"2015-16","35","23","12","0.657","7075","1087","2159","0.503","794","1401","0.567","293","758","0.387","395","563","0.702","2862","2015",16
"Virginia","Hampton","W 81-45",2016,1,16,460,"2015-16","37","29","8","0.784","7425","964","1964","0.491","740","1407","0.526","224","557","0.402","474","630","0.752","2626","2015",16,1253,"2015-16","32","21","11","0.656","6525","810","1967","0.412","604","1289","0.469","206","678","0.304","537","815","0.659","2363","2015",16
"Michigan State","Middle Tenn.","L 81-90",2016,0,16,171,"2015-16","35","29","6","0.829","7050","1009","2078","0.486","688","1339","0.514","321","739","0.434","454","623","0.729","2793","2015",16,674,"2015-16","35","25","10","0.714","7025","909","2025","0.449","630","1309","0.481","279","716","0.39","442","718","0.616","2539","2015",16
"VCU","Oklahoma","L 81-85",2016,0,16,191,"2015-16","36","25","11","0.694","7250","1010","2238","0.451","748","1493","0.501","262","745","0.352","499","721","0.692","2781","2015",16,65,"2015-16","37","29","8","0.784","7476","1018","2225","0.458","636","1319","0.482","382","906","0.422","530","734","0.722","2948","2015",16
"Utah","Fresno State","W 80-69",2016,1,16,197,"2015-16","36","27","9","0.75","7301","977","2000","0.489","704","1254","0.561","273","746","0.366","551","764","0.721","2778","2015",16,445,"2015-16","35","25","10","0.714","7100","926","2126","0.436","707","1488","0.475","219","638","0.343","559","805","0.694","2630","2015",16
"Oklahoma","Oregon","W 80-68",2016,1,16,65,"2015-16","37","29","8","0.784","7476","1018","2225","0.458","636","1319","0.482","382","906","0.422","530","734","0.722","2948","2015",16,49,"2015-16","38","31","7","0.816","7626","1041","2230","0.467","781","1472","0.531","260","758","0.343","648","906","0.715","2990","2015",16
"Yale","Baylor","W 79-75",2016,1,16,1760,"2015-16","30","23","7","0.767","6025","795","1693","0.47","605","1170","0.517","190","523","0.363","468","699","0.67","2248","2015",16,470,"2015-16","34","22","12","0.647","6876","933","2003","0.466","723","1431","0.505","210","572","0.367","545","752","0.725","2621","2015",16
"Austin Peay","Kansas","L 79-105",2016,0,16,245,"2015-16","36","18","18","0.5","7300","945","2049","0.461","722","1404","0.514","223","645","0.346","627","936","0.67","2740","2015",16,21,"2015-16","38","33","5","0.868","7700","1092","2207","0.495","788","1479","0.533","304","728","0.418","601","843","0.713","3089","2015",16
"Miami (FL)","Buffalo","W 79-72",2016,1,16,436,"2015-16","35","27","8","0.771","7026","907","1895","0.479","666","1252","0.532","241","643","0.375","578","772","0.749","2633","2015",16,297,"2015-16","35","20","15","0.571","7050","915","2096","0.437","652","1320","0.494","263","776","0.339","616","867","0.71","2709","2015",16
